"id","age","height","weight","sex"
5043,58,162,55,"female"
5044,81,167,67,"male"
5045,38,172,79,"male"
5046,38,172,85,"male"
5047,27,156,34,"female"
5048,21,160,73,"female"
5049,57,160,70,"male"
5050,40,165,66,"female"
5051,95,160,64,"female"
5052,102,159,62,"male"
5053,23,163,69,"male"
5054,38,162,58,"female"
5055,21,157,57,"female"
5056,126,169,74,"male"
5057,34,165,83,"male"
5058,47,164,61,"female"
5059,46,158,71,"female"
5060,96,165,51,"female"
5061,62,162,63,"female"
5062,78,165,79,"male"
5063,50,164,67,"female"
5064,58,170,78,"male"
5065,24,161,68,"male"
5066,32,179,63,"male"
5067,66,172,95,"male"
5068,15,169,82,"female"
5069,94,159,59,"female"
5070,33,164,70,"male"
5071,30,160,58,"female"
5072,32,170,87,"male"
5073,24,180,69,"male"
5074,73,163,60,"female"
5075,44,156,54,"female"
5076,76,168,63,"male"
5077,60,164,69,"male"
5078,28,152,75,"female"
5079,100,156,67,"female"
5080,76,172,73,"male"
5081,61,157,64,"female"
5082,29,158,74,"male"
5083,34,170,95,"male"
5084,27,173,68,"male"
5085,104,159,81,"male"
5086,105,153,83,"female"
5087,34,153,65,"female"
5088,27,160,62,"female"
5089,66,172,71,"male"
5090,32,159,73,"male"
5091,34,168,73,"male"
5092,19,169,67,"male"
5093,111,171,62,"male"
5094,37,172,97,"male"
5095,19,166,66,"male"
5096,59,175,55,"male"
5097,51,173,80,"male"
5098,67,170,81,"male"
5099,36,164,64,"female"
5100,71,163,48,"female"
5101,44,170,66,"male"
5102,76,159,47,"female"
5103,35,165,76,"male"
5104,42,155,61,"female"
5105,78,172,70,"male"
5106,68,162,66,"female"
5107,31,163,60,"male"
5108,62,165,52,"female"
5109,30,174,86,"male"
5110,77,161,62,"female"
5111,42,167,67,"female"
5112,42,158,64,"female"
5113,24,173,50,"male"
5114,43,171,61,"male"
5115,74,164,71,"female"
5116,66,172,59,"male"
5117,22,161,48,"female"
5118,38,172,48,"male"
5119,38,164,60,"female"
5120,66,161,54,"female"
5121,71,168,64,"female"
5122,23,164,74,"female"
5123,26,176,85,"male"
5124,55,173,57,"male"
5125,29,166,44,"female"
5126,86,157,53,"female"
5127,29,162,50,"female"
5128,73,168,74,"male"
5129,25,153,45,"female"
5130,95,167,69,"female"
5131,69,171,79,"male"
5132,42,177,61,"male"
5133,28,174,75,"male"
5134,51,157,82,"female"
5135,76,156,60,"female"
5136,66,168,71,"male"
5137,26,156,65,"female"
5138,75,152,53,"female"
5139,46,163,84,"female"
5140,79,158,58,"female"
5141,112,160,44,"female"
5142,72,168,48,"male"
5143,117,172,57,"male"
5144,30,167,66,"female"
5145,49,157,71,"female"
5146,44,184,72,"male"
5147,31,156,71,"female"
5148,18,163,55,"female"
5149,58,163,74,"male"
5150,82,163,60,"female"
5151,30,170,62,"female"
5152,42,176,67,"male"
5153,23,164,27,"female"
5154,28,168,84,"male"
5155,38,153,45,"female"
5156,23,170,58,"male"
5157,35,170,74,"female"
5158,72,176,42,"male"
5159,23,158,84,"male"
5160,29,152,63,"female"
5161,35,173,59,"male"
5162,29,173,70,"male"
5163,63,177,92,"male"
5164,27,163,72,"female"
5165,90,157,73,"male"
5166,56,169,87,"male"
5167,47,151,61,"female"
5168,69,162,66,"female"
5169,42,168,55,"female"
5170,22,164,76,"male"
5171,32,160,85,"male"
5172,44,176,86,"male"
5173,52,175,59,"male"
5174,52,167,106,"male"
5175,82,158,67,"male"
5176,34,179,71,"male"
5177,57,166,70,"male"
5178,15,165,73,"male"
5179,23,156,58,"female"
5180,79,178,80,"male"
5181,41,174,83,"male"
5182,38,159,63,"female"
5183,55,165,57,"male"
5184,39,164,74,"male"
5185,76,167,71,"male"
5186,48,166,75,"male"
5187,16,171,73,"male"
5188,81,159,58,"female"
5189,63,170,77,"male"
5190,32,161,46,"female"
5191,32,164,57,"female"
5192,51,151,68,"female"
5193,45,176,77,"male"
5194,71,176,69,"male"
5195,36,163,79,"female"
5196,19,167,39,"female"
5197,30,171,62,"male"
5198,103,175,74,"male"
5199,89,156,61,"female"
5200,32,160,61,"male"
5201,37,167,60,"female"
5202,31,164,42,"female"
5203,89,173,71,"male"
5204,47,163,81,"male"
5205,33,164,65,"female"
5206,16,172,59,"female"
5207,25,157,66,"female"
5208,49,163,69,"male"
5209,47,159,28,"female"
5210,28,172,68,"male"
5211,37,176,62,"male"
5212,36,169,71,"male"
5213,77,157,49,"female"
5214,34,162,71,"male"
5215,48,154,67,"male"
5216,79,166,44,"female"
5217,94,160,52,"female"
5218,24,182,57,"male"
5219,45,171,64,"female"
5220,84,163,52,"female"
5221,63,161,59,"female"
5222,23,160,50,"female"
5223,59,168,65,"female"
5224,40,164,35,"female"
5225,46,174,64,"male"
5226,29,159,71,"female"
5227,32,154,60,"female"
5228,25,177,71,"male"
5229,26,169,82,"male"
5230,28,173,60,"male"
5231,37,165,57,"female"
5232,80,160,69,"female"
5233,76,147,74,"female"
5234,73,171,73,"male"
5235,79,155,67,"female"
5236,93,156,57,"male"
5237,44,169,59,"female"
5238,19,172,48,"female"
5239,43,157,54,"female"
5240,38,161,68,"female"
5241,22,162,42,"female"
5242,33,173,89,"male"
5243,28,172,69,"male"
5244,47,173,64,"male"
5245,29,175,79,"male"
5246,37,173,57,"female"
5247,93,173,70,"male"
5248,15,160,67,"female"
5249,51,167,47,"female"
5250,28,177,94,"male"
5251,66,167,54,"male"
5252,48,173,64,"male"
5253,68,152,62,"female"
5254,63,174,67,"male"
5255,78,173,83,"male"
5256,40,170,66,"male"
5257,68,165,67,"female"
5258,49,166,64,"male"
5259,25,173,82,"male"
5260,29,170,63,"female"
5261,26,151,54,"female"
5262,69,170,58,"female"
5263,60,169,80,"male"
5264,40,181,70,"male"
5265,26,176,84,"male"
5266,54,170,78,"male"
5267,68,174,78,"male"
5268,44,177,72,"male"
5269,72,166,67,"male"
5270,60,160,62,"female"
5271,37,171,67,"female"
5272,25,160,86,"female"
5273,70,152,59,"female"
5274,22,165,71,"female"
5275,31,161,74,"male"
5276,80,173,74,"male"
5277,60,175,68,"female"
5278,30,168,70,"male"
5279,59,181,90,"male"
5280,38,169,69,"male"
5281,27,171,60,"male"
5282,63,157,67,"female"
5283,91,174,79,"male"
5284,20,162,77,"male"
5285,99,182,59,"male"
5286,30,171,53,"female"
5287,29,169,80,"male"
5288,24,191,58,"male"
5289,105,155,48,"female"
5290,64,177,72,"male"
5291,36,179,86,"male"
5292,69,163,72,"female"
5293,36,173,58,"male"
5294,37,158,62,"female"
5295,28,160,54,"female"
5296,48,163,93,"female"
5297,34,174,74,"male"
5298,41,155,56,"female"
5299,63,168,78,"male"
5300,37,170,68,"male"
5301,29,182,87,"male"
5302,71,171,72,"male"
5303,99,169,71,"female"
5304,36,179,63,"male"
5305,43,160,64,"female"
5306,22,168,70,"male"
5307,36,161,92,"male"
5308,46,168,86,"male"
5309,76,155,81,"female"
5310,86,160,50,"female"
5311,17,174,84,"male"
5312,45,155,54,"female"
5313,56,181,61,"male"
5314,41,171,59,"male"
5315,39,159,60,"female"
5316,22,165,62,"female"
5317,36,155,95,"male"
5318,73,170,80,"male"
5319,78,163,41,"female"
5320,70,168,67,"female"
5321,81,170,60,"male"
5322,59,170,62,"male"
5323,49,157,57,"female"
5324,71,163,67,"male"
5325,31,176,72,"male"
5326,56,177,64,"male"
5327,76,174,66,"male"
5328,27,165,62,"male"
5329,39,169,50,"female"
5330,17,168,61,"female"
5331,20,167,79,"female"
5332,84,173,83,"male"
5333,59,159,45,"female"
5334,97,178,99,"male"
5335,67,160,68,"female"
5336,80,165,75,"male"
5337,43,171,56,"male"
5338,75,176,54,"male"
5339,34,161,81,"female"
5340,18,169,70,"male"
5341,23,161,57,"female"
5342,53,161,54,"male"
5343,35,163,55,"female"
5344,28,154,54,"female"
5345,44,168,76,"female"
5346,17,153,54,"female"
5347,63,161,78,"male"
5348,73,170,64,"male"
5349,84,165,74,"male"
5350,56,185,67,"male"
5351,57,166,82,"male"
5352,71,163,77,"male"
5353,24,155,60,"female"
5354,50,170,81,"female"
5355,67,172,54,"male"
5356,38,168,78,"male"
5357,39,158,38,"female"
5358,44,180,87,"male"
5359,18,165,53,"female"
5360,40,154,70,"female"
5361,25,160,58,"female"
5362,29,170,65,"male"
5363,40,181,57,"male"
5364,15,169,78,"male"
5365,36,158,53,"female"
5366,46,161,49,"female"
5367,67,159,58,"female"
5368,21,175,59,"male"
5369,38,160,67,"female"
5370,68,160,60,"female"
5371,26,179,69,"male"
5372,74,154,55,"female"
5373,26,157,57,"female"
5374,22,171,67,"female"
5375,15,177,69,"male"
5376,27,165,83,"female"
5377,41,173,64,"female"
5378,37,169,77,"male"
5379,26,180,63,"male"
5380,40,162,71,"female"
5381,85,163,54,"female"
5382,38,163,51,"female"
5383,21,167,65,"male"
5384,54,177,91,"male"
5385,65,161,67,"female"
5386,60,175,81,"male"
5387,95,166,44,"female"
5388,42,165,64,"female"
5389,67,170,92,"male"
5390,31,172,72,"male"
5391,29,168,71,"male"
5392,38,158,62,"male"
5393,31,171,36,"female"
5394,75,176,87,"male"
5395,42,175,77,"male"
5396,31,163,88,"male"
5397,19,173,60,"male"
5398,93,162,63,"female"
5399,74,150,52,"female"
5400,43,172,53,"female"
5401,113,166,79,"male"
5402,35,164,64,"female"
5403,38,162,60,"female"
5404,29,178,59,"female"
5405,28,158,67,"female"
5406,71,160,65,"female"
5407,28,169,72,"male"
5408,37,152,43,"female"
5409,23,177,74,"male"
5410,66,172,82,"male"
5411,44,166,65,"male"
5412,61,179,92,"male"
5413,23,179,46,"male"
5414,34,172,75,"male"
5415,64,174,55,"male"
5416,15,173,83,"male"
5417,36,169,65,"male"
5418,77,176,60,"male"
5419,38,171,65,"male"
5420,21,156,64,"female"
5421,86,164,82,"female"
5422,73,163,71,"male"
5423,35,178,72,"male"
5424,93,163,85,"male"
5425,18,158,64,"male"
5426,19,160,63,"female"
5427,40,159,58,"male"
5428,41,175,50,"male"
5429,44,165,57,"female"
5430,38,166,76,"male"
5431,35,155,82,"female"
5432,97,157,68,"female"
5433,38,168,65,"female"
5434,37,172,88,"male"
5435,77,164,74,"male"
5436,51,177,71,"male"
5437,60,161,99,"male"
5438,71,175,58,"male"
5439,34,165,63,"male"
5440,29,162,70,"female"
5441,31,163,80,"male"
5442,27,162,56,"male"
5443,119,181,69,"male"
5444,73,174,68,"male"
5445,49,144,58,"female"
5446,44,163,72,"male"
5447,16,163,58,"male"
5448,85,163,81,"male"
5449,22,158,69,"female"
5450,40,156,64,"male"
5451,117,167,40,"female"
5452,94,172,74,"male"
5453,81,162,80,"male"
5454,25,163,68,"female"
5455,77,161,53,"female"
5456,28,169,56,"female"
5457,71,159,65,"female"
5458,55,164,57,"female"
5459,62,158,48,"female"
5460,24,168,53,"female"
5461,25,170,63,"male"
5462,51,176,58,"male"
5463,80,175,70,"male"
5464,49,163,48,"male"
5465,36,164,51,"male"
5466,52,159,50,"female"
5467,35,172,65,"male"
5468,91,158,49,"female"
5469,24,154,57,"female"
5470,61,150,61,"female"
5471,74,173,64,"male"
5472,53,171,85,"male"
5473,62,162,82,"male"
5474,59,177,81,"male"
5475,97,163,43,"female"
5476,83,167,72,"male"
5477,40,185,92,"male"
5478,42,168,56,"female"
5479,40,157,50,"female"
5480,18,147,57,"female"
5481,33,162,64,"female"
5482,27,161,73,"female"
5483,23,154,61,"female"
5484,26,170,69,"male"
5485,56,173,54,"male"
5486,93,161,72,"female"
5487,46,182,80,"male"
5488,44,159,63,"female"
5489,67,177,65,"male"
5490,69,166,70,"female"
5491,43,166,53,"male"
5492,50,160,64,"female"
5493,29,169,94,"male"
5494,58,175,83,"male"
5495,57,178,72,"male"
5496,18,161,68,"male"
5497,85,159,54,"female"
5498,23,165,50,"female"
5499,21,162,63,"female"
5500,25,166,64,"male"
5501,52,170,50,"male"
5502,30,158,60,"female"
5503,38,162,70,"female"
5504,64,172,60,"male"
5505,51,187,47,"male"
5506,52,153,61,"female"
5507,65,166,85,"male"
5508,50,170,88,"male"
5509,46,179,94,"male"
5510,63,172,78,"male"
5511,34,152,71,"female"
5512,19,155,73,"female"
5513,61,163,60,"male"
5514,64,158,58,"female"
5515,45,183,70,"male"
5516,33,163,53,"female"
5517,85,173,58,"male"
5518,38,168,47,"female"
5519,77,177,79,"female"
5520,25,172,74,"male"
5521,43,174,88,"male"
5522,26,169,63,"female"
5523,36,160,65,"male"
5524,26,169,80,"male"
5525,97,171,63,"male"
5526,28,157,59,"male"
5527,37,169,86,"male"
5528,80,178,78,"male"
5529,38,176,92,"male"
5530,34,168,77,"male"
5531,60,162,66,"female"
5532,21,172,82,"male"
5533,21,165,79,"male"
5534,35,162,72,"female"
5535,64,162,82,"male"
5536,26,154,89,"male"
5537,31,161,60,"male"
5538,30,162,58,"male"
5539,29,155,71,"male"
5540,28,177,72,"male"
5541,45,154,69,"female"
5542,38,175,90,"male"
5543,28,182,58,"male"
5544,40,162,65,"female"
5545,42,165,75,"male"
5546,49,176,54,"male"
5547,60,162,78,"female"
5548,41,165,56,"female"
5549,31,149,55,"female"
5550,45,173,53,"male"
5551,40,177,66,"male"
5552,48,143,64,"female"
5553,19,155,74,"female"
5554,43,150,64,"female"
5555,83,164,60,"female"
5556,54,159,54,"female"
5557,88,160,68,"female"
5558,46,160,49,"female"
5559,37,163,57,"female"
5560,32,163,49,"female"
5561,46,176,70,"male"
5562,30,161,70,"female"
5563,26,178,71,"male"
5564,29,168,70,"male"
5565,15,160,72,"female"
5566,35,156,66,"female"
5567,20,174,83,"male"
5568,44,148,76,"female"
5569,60,159,62,"female"
5570,45,172,69,"male"
5571,39,161,60,"female"
5572,29,156,73,"female"
5573,30,166,87,"male"
5574,75,163,68,"female"
5575,63,159,59,"female"
5576,27,165,71,"male"
5577,29,170,55,"female"
5578,24,172,75,"male"
5579,54,167,68,"female"
5580,30,162,49,"female"
5581,24,153,44,"female"
5582,35,154,43,"female"
5583,18,160,47,"female"
5584,88,171,65,"male"
5585,51,172,77,"male"
5586,30,166,54,"male"
5587,44,164,58,"female"
5588,27,163,46,"female"
5589,56,162,59,"female"
5590,71,162,84,"male"
5591,40,166,72,"female"
5592,84,165,54,"female"
5593,39,171,61,"female"
5594,44,164,67,"female"
5595,49,170,69,"male"
5596,30,155,79,"male"
5597,23,179,71,"male"
5598,42,172,65,"female"
5599,17,159,50,"female"
5600,58,164,68,"male"
5601,76,167,58,"female"
5602,24,166,67,"male"
5603,113,163,66,"male"
5604,29,162,66,"female"
5605,51,155,60,"female"
5606,23,160,49,"female"
5607,99,162,84,"male"
5608,26,166,75,"male"
5609,42,166,67,"male"
5610,53,162,71,"female"
5611,67,161,76,"female"
5612,44,158,35,"female"
5613,65,160,77,"female"
5614,39,178,75,"male"
5615,35,156,48,"female"
5616,43,160,64,"female"
5617,87,167,70,"male"
5618,49,151,59,"female"
5619,35,165,43,"female"
5620,40,159,76,"male"
5621,21,175,71,"male"
5622,40,170,89,"male"
5623,25,159,79,"female"
5624,115,163,76,"female"
5625,55,161,61,"female"
5626,70,168,81,"male"
5627,39,170,53,"male"
5628,76,169,68,"male"
5629,81,181,86,"male"
5630,63,160,75,"female"
5631,101,156,44,"female"
5632,51,184,77,"male"
5633,70,155,66,"female"
5634,46,160,63,"female"
5635,33,167,46,"female"
5636,35,170,58,"male"
5637,28,150,72,"female"
5638,30,164,75,"male"
5639,33,173,76,"male"
5640,31,159,54,"female"
5641,60,178,48,"male"
5642,36,175,59,"male"
5643,31,163,54,"male"
5644,19,161,70,"male"
5645,51,167,68,"male"
5646,107,173,68,"female"
5647,61,145,59,"female"
5648,26,178,56,"male"
5649,43,163,65,"male"
5650,93,167,55,"female"
5651,56,168,88,"male"
5652,47,163,63,"female"
5653,22,161,62,"male"
5654,53,163,58,"female"
5655,26,185,92,"male"
5656,49,165,63,"male"
5657,24,171,81,"male"
5658,116,177,51,"male"
5659,32,160,51,"male"
5660,19,167,64,"female"
5661,30,153,60,"female"
5662,37,161,71,"female"
5663,20,169,79,"male"
5664,72,163,52,"male"
5665,58,173,69,"male"
5666,29,162,79,"female"
5667,52,166,77,"male"
5668,37,157,87,"female"
5669,16,160,72,"female"
5670,108,160,79,"male"
5671,51,165,73,"male"
5672,27,169,58,"female"
5673,19,164,75,"female"
5674,36,164,52,"female"
5675,25,153,59,"female"
5676,79,153,53,"female"
5677,61,173,67,"male"
5678,112,160,76,"male"
5679,92,156,57,"female"
5680,21,171,83,"male"
5681,55,175,79,"male"
5682,64,161,68,"male"
5683,45,157,63,"female"
5684,67,157,46,"female"
5685,50,157,57,"female"
5686,64,162,59,"male"
5687,44,167,76,"male"
5688,19,168,67,"male"
5689,25,168,84,"male"
5690,68,165,60,"male"
5691,23,179,85,"male"
5692,17,176,54,"male"
5693,98,162,75,"male"
5694,19,170,75,"female"
5695,68,145,77,"female"
5696,65,152,42,"female"
5697,29,160,66,"female"
5698,71,159,71,"female"
5699,32,166,77,"male"
5700,34,168,56,"male"
5701,69,157,57,"female"
5702,43,152,60,"female"
5703,69,155,66,"female"
5704,61,159,56,"female"
5705,41,178,58,"male"
5706,35,161,46,"female"
5707,63,169,73,"female"
5708,38,175,80,"male"
5709,28,184,67,"male"
5710,105,163,60,"female"
5711,17,188,80,"male"
5712,20,169,61,"male"
5713,21,152,46,"female"
5714,22,155,58,"female"
5715,20,172,70,"male"
5716,50,177,64,"male"
5717,92,157,61,"female"
5718,22,161,70,"male"
5719,21,168,55,"female"
5720,80,169,57,"male"
5721,46,154,75,"female"
5722,112,170,74,"male"
5723,65,162,56,"female"
5724,50,158,72,"female"
5725,31,164,55,"female"
5726,36,155,64,"female"
5727,16,167,54,"female"
5728,62,163,54,"female"
5729,22,177,59,"male"
5730,28,164,62,"female"
5731,58,168,72,"male"
5732,41,162,51,"male"
5733,30,165,56,"female"
5734,71,178,88,"male"
5735,34,180,50,"male"
5736,141,173,92,"male"
5737,35,162,59,"female"
5738,45,162,78,"male"
5739,35,164,76,"male"
5740,26,168,68,"female"
5741,28,158,63,"female"
5742,56,173,67,"female"
5743,43,172,79,"female"
5744,35,156,60,"female"
5745,52,166,67,"male"
5746,57,167,73,"female"
5747,57,182,57,"male"
5748,67,164,31,"female"
5749,23,180,59,"male"
5750,20,176,67,"male"
5751,25,160,50,"female"
5752,61,155,53,"female"
5753,50,176,97,"male"
5754,40,155,62,"female"
5755,22,168,76,"male"
5756,80,164,69,"male"
5757,42,158,64,"female"
5758,59,175,73,"male"
5759,28,167,68,"male"
5760,33,154,85,"male"
5761,79,162,80,"male"
5762,24,166,85,"male"
5763,37,157,62,"female"
5764,44,177,77,"male"
5765,69,169,75,"male"
5766,114,165,79,"male"
5767,70,163,51,"male"
5768,81,151,53,"female"
5769,21,149,69,"female"
5770,19,154,50,"female"
5771,32,178,77,"male"
5772,59,174,76,"male"
5773,59,165,63,"female"
5774,16,167,80,"male"
5775,35,165,70,"female"
5776,60,162,57,"female"
5777,37,178,63,"male"
5778,67,172,85,"male"
5779,58,183,50,"male"
5780,15,176,66,"male"
5781,25,163,55,"male"
5782,52,162,62,"female"
5783,80,152,47,"female"
5784,141,171,79,"male"
5785,50,159,58,"female"
5786,19,155,55,"female"
5787,66,158,52,"female"
5788,29,160,44,"female"
5789,39,172,60,"male"
5790,59,159,46,"female"
5791,74,183,71,"male"
5792,68,172,80,"male"
5793,36,164,58,"female"
5794,70,181,85,"male"
5795,78,155,58,"female"
5796,56,176,85,"male"
5797,75,169,71,"male"
5798,28,161,75,"female"
5799,29,175,58,"male"
5800,29,176,62,"male"
5801,87,164,65,"male"
5802,80,158,77,"female"
5803,24,168,78,"male"
5804,84,184,76,"male"
5805,48,171,63,"male"
5806,84,158,52,"female"
5807,51,155,60,"female"
5808,24,161,72,"male"
5809,15,156,57,"female"
5810,67,161,66,"female"
5811,32,157,51,"female"
5812,64,184,60,"male"
5813,70,177,63,"male"
5814,77,159,71,"female"
5815,58,162,39,"female"
5816,56,162,38,"female"
5817,57,172,56,"male"
5818,22,161,63,"male"
5819,79,161,61,"female"
5820,46,162,51,"female"
5821,84,149,62,"female"
5822,21,163,62,"female"
5823,43,180,90,"male"
5824,46,159,49,"female"
5825,21,170,68,"female"
5826,39,166,92,"male"
5827,48,161,59,"female"
5828,43,171,64,"male"
5829,79,151,49,"female"
5830,21,176,51,"male"
5831,30,164,67,"female"
5832,28,166,77,"male"
5833,62,157,77,"male"
5834,55,156,58,"female"
5835,110,178,68,"male"
5836,29,163,60,"female"
5837,48,155,69,"male"
5838,62,163,64,"female"
5839,28,183,87,"male"
5840,92,165,58,"female"
5841,23,165,74,"female"
5842,34,184,67,"male"
5843,59,174,80,"female"
5844,52,149,94,"male"
5845,19,174,62,"male"
5846,98,159,72,"female"
5847,100,169,53,"male"
5848,45,173,80,"male"
5849,67,182,58,"male"
5850,23,160,55,"female"
5851,38,172,88,"male"
5852,31,157,50,"female"
5853,33,175,67,"male"
5854,72,146,44,"female"
5855,87,162,83,"male"
5856,82,165,51,"female"
5857,27,172,48,"female"
5858,29,157,65,"female"
5859,37,167,81,"male"
5860,88,170,62,"male"
5861,45,180,73,"male"
5862,26,159,54,"female"
5863,27,165,76,"male"
5864,29,155,52,"male"
5865,39,171,65,"male"
5866,68,163,67,"male"
5867,28,164,67,"male"
5868,88,151,56,"female"
5869,51,152,77,"female"
5870,25,164,73,"male"
5871,22,161,74,"female"
5872,19,161,68,"female"
5873,66,174,77,"male"
5874,15,157,61,"female"
5875,40,163,54,"female"
5876,74,143,38,"female"
5877,27,164,80,"female"
5878,27,173,54,"male"
5879,17,173,78,"male"
5880,33,155,68,"female"
5881,69,167,90,"male"
5882,46,158,73,"female"
5883,72,151,94,"female"
5884,45,157,69,"male"
5885,34,156,39,"female"
5886,71,164,64,"female"
5887,34,151,79,"female"
5888,86,155,58,"female"
5889,38,178,68,"male"
5890,63,154,73,"female"
5891,70,162,57,"male"
5892,40,178,66,"male"
5893,20,165,59,"female"
5894,46,159,58,"female"
5895,36,165,74,"male"
5896,38,160,43,"female"
5897,25,174,83,"male"
5898,72,162,72,"female"
5899,23,178,65,"male"
5900,20,166,74,"male"
5901,38,170,82,"male"
5902,76,175,71,"male"
5903,33,184,61,"male"
5904,27,173,64,"male"
5905,82,170,90,"male"
5906,29,177,82,"male"
5907,25,158,78,"female"
5908,78,160,56,"female"
5909,41,165,40,"female"
5910,32,165,52,"female"
5911,42,181,67,"male"
5912,90,160,64,"male"
5913,36,174,88,"male"
5914,25,165,66,"female"
5915,52,147,54,"female"
5916,45,174,71,"male"
5917,30,158,52,"female"
5918,55,168,88,"male"
5919,44,157,64,"female"
5920,36,171,55,"male"
5921,83,185,81,"male"
5922,42,167,62,"female"
5923,55,164,73,"female"
5924,54,159,56,"female"
5925,45,165,58,"male"
5926,77,171,50,"male"
5927,31,160,52,"female"
5928,52,155,63,"female"
5929,32,155,68,"female"
5930,17,180,44,"male"
5931,48,165,78,"male"
5932,35,161,47,"female"
5933,72,164,77,"male"
5934,38,162,86,"male"
5935,33,169,58,"female"
5936,29,182,53,"male"
5937,47,170,74,"male"
5938,99,171,76,"male"
5939,56,155,67,"female"
5940,32,167,73,"male"
5941,37,168,56,"female"
5942,38,165,65,"female"
5943,34,148,74,"male"
5944,72,160,61,"female"
5945,19,172,73,"male"
5946,61,169,68,"male"
5947,70,161,68,"female"
5948,79,170,72,"male"
5949,49,160,55,"female"
5950,38,161,68,"female"
5951,64,155,59,"male"
5952,45,160,69,"female"
5953,41,158,60,"female"
5954,69,181,60,"male"
5955,35,152,52,"female"
5956,35,158,55,"female"
5957,32,180,79,"male"
5958,87,162,61,"female"
5959,25,182,97,"male"
5960,105,164,45,"female"
5961,59,159,68,"female"
5962,88,160,52,"female"
5963,35,147,77,"female"
5964,18,165,44,"female"
5965,67,162,54,"female"
5966,24,161,78,"male"
5967,86,175,47,"male"
5968,40,169,67,"male"
5969,24,171,91,"male"
5970,58,162,68,"male"
5971,47,166,54,"female"
5972,33,152,67,"female"
5973,38,154,73,"female"
5974,21,169,98,"male"
5975,58,159,62,"female"
5976,24,166,42,"female"
5977,43,166,60,"male"
5978,30,162,68,"female"
5979,16,156,40,"female"
5980,105,162,65,"female"
5981,28,163,50,"female"
5982,106,175,67,"male"
5983,50,166,76,"male"
5984,78,168,70,"male"
5985,33,152,84,"female"
5986,28,163,71,"female"
5987,43,147,61,"female"
5988,26,174,57,"male"
5989,55,154,60,"female"
5990,97,161,66,"female"
5991,28,158,44,"female"
5992,76,156,90,"male"
5993,66,164,62,"female"
5994,38,168,54,"male"
5995,28,166,89,"male"
5996,113,165,43,"female"
5997,25,155,72,"female"
5998,21,158,46,"female"
5999,39,162,67,"female"
6000,25,167,94,"male"
6001,70,156,64,"female"
6002,21,160,53,"female"
6003,24,170,67,"male"
6004,67,152,50,"female"
6005,42,152,84,"female"
6006,39,162,72,"female"
6007,62,173,83,"male"
6008,24,160,51,"female"
6009,92,157,91,"female"
6010,61,159,63,"female"
6011,23,163,50,"female"
6012,81,169,71,"male"
6013,32,185,73,"male"
6014,65,185,78,"male"
6015,19,160,56,"female"
6016,16,162,77,"male"
6017,44,181,75,"male"
6018,87,163,91,"male"
6019,28,166,69,"female"
6020,58,159,71,"female"
6021,22,150,61,"male"
6022,29,163,73,"male"
6023,18,158,64,"female"
6024,28,179,64,"male"
6025,60,153,69,"female"
6026,39,152,74,"female"
6027,23,152,64,"female"
6028,41,162,60,"female"
6029,113,160,60,"male"
6030,36,171,83,"male"
6031,62,160,45,"female"
6032,18,143,56,"female"
6033,18,162,57,"female"
6034,50,162,84,"female"
6035,58,182,73,"male"
6036,36,173,82,"male"
6037,16,165,68,"female"
6038,30,170,90,"male"
6039,24,163,65,"male"
6040,50,151,48,"female"
6041,87,173,76,"male"
6042,25,160,49,"female"
6043,63,159,57,"female"
6044,29,159,50,"female"
6045,61,165,60,"female"
6046,51,177,80,"male"
6047,57,171,70,"male"
6048,43,160,73,"female"
6049,51,161,77,"male"
6050,24,166,72,"male"
6051,30,163,79,"male"
6052,75,171,73,"male"
6053,69,166,46,"male"
6054,60,162,80,"male"
6055,36,164,59,"female"
6056,40,160,88,"female"
6057,86,158,59,"female"
6058,21,157,68,"female"
6059,78,175,55,"male"
6060,64,162,72,"male"
6061,30,171,72,"male"
6062,20,162,76,"male"
6063,31,155,55,"female"
6064,38,169,71,"female"
6065,59,168,52,"female"
6066,93,175,66,"male"
6067,35,162,67,"female"
6068,34,159,65,"female"
6069,63,158,47,"female"
6070,41,161,61,"female"
6071,19,153,65,"female"
6072,73,159,71,"female"
6073,25,169,80,"male"
6074,31,163,64,"female"
6075,29,159,68,"female"
6076,52,157,53,"female"
6077,26,166,70,"male"
6078,42,169,66,"male"
6079,18,166,83,"male"
6080,34,173,94,"male"
6081,29,163,70,"female"
6082,80,155,54,"female"
6083,39,159,53,"female"
6084,82,158,84,"male"
6085,34,159,55,"female"
6086,26,171,60,"male"
6087,47,169,84,"male"
6088,33,163,47,"male"
6089,60,164,64,"male"
6090,82,158,73,"female"
6091,49,172,85,"male"
6092,39,169,81,"female"
6093,48,152,62,"female"
6094,28,177,78,"male"
6095,39,175,73,"male"
6096,31,175,83,"male"
6097,41,171,73,"male"
6098,37,152,74,"female"
6099,77,162,74,"female"
6100,34,172,69,"female"
6101,62,170,82,"male"
6102,63,165,69,"male"
6103,35,166,61,"male"
6104,25,160,58,"female"
6105,30,158,63,"female"
6106,29,157,83,"female"
6107,22,159,65,"female"
6108,79,179,63,"male"
6109,72,164,67,"male"
6110,44,153,53,"female"
6111,31,154,52,"female"
6112,61,163,83,"male"
6113,38,154,73,"male"
6114,32,173,70,"male"
6115,35,168,78,"male"
6116,39,177,85,"male"
6117,19,168,71,"female"
